participantId,intervalStartTime,intervalEndTime,currentLocations
499,2022-03-01 10:50:00+00:00,2022-03-01 11:00:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3461.1592399052406 6791.3275591768215)']"
500,2022-03-01 11:45:00+00:00,2022-03-01 11:50:00+00:00,"['POINT (-3182.885940731813 7167.608699410916)', 'POINT (-3213.3441086538223 7147.7384740635025)']"
501,2022-03-01 13:40:00+00:00,2022-03-01 13:45:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1675.349175643068 4250.2140688078825)']"
501,2022-03-01 19:55:00+00:00,2022-03-01 20:00:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1603.1793340005167 3878.442603389826)']"
502,2022-03-01 21:45:00+00:00,2022-03-01 21:50:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1714.6204791134103 3852.8354354431235)']"
502,2022-03-01 14:40:00+00:00,2022-03-01 14:45:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1511.9869895654476 4245.62228850816)']"
503,2022-03-01 13:00:00+00:00,2022-03-01 13:05:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1677.7407737800065 4184.57704540928)']"
504,2022-03-01 12:35:00+00:00,2022-03-01 12:50:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-724.5526441382893 3657.8056469348953)']"
505,2022-03-01 18:30:00+00:00,2022-03-01 18:50:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-265.9411733460916 5032.0572084006335)']"
505,2022-03-01 12:30:00+00:00,2022-03-01 12:40:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3470.236574785854 5445.70168730304)', 'POINT (-3331.0591205993355 5313.78947855654)']"
506,2022-03-01 16:35:00+00:00,2022-03-01 16:40:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3523.6844806283225 4896.359010547281)']"
507,2022-03-01 11:30:00+00:00,2022-03-01 11:45:00+00:00,"['POINT (-1989.63526350385 3368.764837974986)', 'POINT (-2168.6823191398194 3214.1997724766597)', 'POINT (-2420.112131895646 3002.029257821705)', 'POINT (-2360.862381465382 2659.99925222098)']"
508,2022-03-01 11:25:00+00:00,2022-03-01 11:40:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-704.2188523038778 3643.0760194079353)']"
509,2022-03-01 19:00:00+00:00,2022-03-01 19:15:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3255.641621427146 6240.453417100578)', 'POINT (-3358.0343658645857 5895.094488270512)', 'POINT (-3385.875398890221 5924.15973572915)']"
509,2022-03-01 12:40:00+00:00,2022-03-01 12:55:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-640.5975626743954 3641.9889299584192)']"
510,2022-03-01 22:50:00+00:00,2022-03-01 23:05:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-623.1947474813447 3715.929829825936)']"
510,2022-03-01 15:30:00+00:00,2022-03-01 15:45:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-3062.471916646003 5936.38410093082)']"
511,2022-03-01 16:20:00+00:00,2022-03-01 16:30:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3764.3732853819874 6438.648509947896)', 'POINT (-3807.5455421348424 6329.793845200332)']"
512,2022-03-01 18:20:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1399.156707012634 4684.288875338637)']"
512,2022-03-01 12:25:00+00:00,2022-03-01 12:40:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-3149.7386639684155 5921.552383604545)']"
513,2022-03-01 15:45:00+00:00,2022-03-01 15:50:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2896.3415601192723 6509.145743435286)']"
514,2022-03-01 12:55:00+00:00,2022-03-01 13:00:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3530.7461464715525 4890.471021346272)']"
514,2022-03-01 18:20:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1032.5715012678202 5928.329482451968)']"
515,2022-03-01 19:40:00+00:00,2022-03-01 19:45:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3197.724731840357 6483.787434832958)']"
515,2022-03-01 13:40:00+00:00,2022-03-01 13:55:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-238.089100257617 4853.136230408413)']"
516,2022-03-01 18:05:00+00:00,2022-03-01 18:20:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2919.131454128902 6455.345579271677)', 'POINT (-2578.6752982982907 6379.332673831537)', 'POINT (-2436.162881473775 6231.019216148948)']"
516,2022-03-01 11:45:00+00:00,2022-03-01 12:00:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-721.0907234093722 3658.2964727434064)']"
517,2022-03-01 18:55:00+00:00,2022-03-01 19:05:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3794.8445326652495 5762.641663843371)', 'POINT (-3891.732132988512 5978.907276988664)']"
517,2022-03-01 12:35:00+00:00,2022-03-01 12:45:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3470.236574785854 5445.70168730304)', 'POINT (-3246.10156673337 5426.103344681935)']"
518,2022-03-01 21:55:00+00:00,2022-03-01 22:05:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2749.5557431284524 6642.233746983073)', 'POINT (-2527.783995047869 6787.308598826727)']"
518,2022-03-01 14:00:00+00:00,2022-03-01 14:15:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-3068.190500493718 5942.002376523721)']"
520,2022-03-01 13:55:00+00:00,2022-03-01 14:00:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3735.5448025778314 6556.034567476572)']"
521,2022-03-01 19:40:00+00:00,2022-03-01 19:55:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-238.96894405593758 3891.6445547242233)']"
521,2022-03-01 13:30:00+00:00,2022-03-01 13:50:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-289.7162579466306 5139.58130861615)']"
522,2022-03-01 12:00:00+00:00,2022-03-01 12:05:00+00:00,"['POINT (-2126.1723943111892 4285.182228265561)', 'POINT (-1981.0615602404691 4686.767737492709)']"
523,2022-03-01 08:20:00+00:00,2022-03-01 08:30:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-870.7563568970724 5575.685938302714)', 'POINT (-758.8909127677605 5469.95247648337)']"
523,2022-03-01 16:35:00+00:00,2022-03-01 16:40:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-668.7524318215658 5846.298897000955)']"
524,2022-03-01 11:50:00+00:00,2022-03-01 12:05:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-700.8147352499642 3664.103100726685)']"
526,2022-03-01 18:05:00+00:00,2022-03-01 18:20:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1502.1499471205514 5797.893279166081)', 'POINT (-1920.3754901838015 5827.032460450769)', 'POINT (-2371.9209343639263 5891.861782109639)']"
526,2022-03-01 12:40:00+00:00,2022-03-01 12:50:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (184.97978294884368 4785.996324968046)']"
527,2022-03-01 12:05:00+00:00,2022-03-01 12:10:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3524.3367855828865 4886.621122298063)']"
528,2022-03-01 13:15:00+00:00,2022-03-01 13:20:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3968.833842514842 5481.069297801253)']"
529,2022-03-01 07:50:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-882.4611211922202 4183.972476249105)', 'POINT (-757.4719697109808 3987.164883773207)']"
529,2022-03-01 15:20:00+00:00,2022-03-01 15:30:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-882.4611211922202 4183.972476249105)', 'POINT (-757.4719697109808 3987.164883773207)']"
530,2022-03-01 10:10:00+00:00,2022-03-01 10:20:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-882.4611211922202 4183.972476249105)', 'POINT (-764.5094277317573 4006.298042055619)']"
530,2022-03-01 20:25:00+00:00,2022-03-01 20:40:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.80965146114082 3892.4088281421195)']"
531,2022-03-01 16:00:00+00:00,2022-03-01 16:05:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3726.8653568062264 6557.723418422986)']"
532,2022-03-01 14:05:00+00:00,2022-03-01 14:15:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3764.3732853819874 6438.648509947896)', 'POINT (-3728.4231429314855 6360.352163500973)']"
533,2022-03-01 19:05:00+00:00,2022-03-01 19:20:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-219.85924182149566 3892.919416225985)']"
533,2022-03-01 12:45:00+00:00,2022-03-01 13:00:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-453.4124228004402 3622.937989505776)']"
534,2022-03-01 10:40:00+00:00,2022-03-01 10:50:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-72.87525947361024 1525.285329412554)']"
535,2022-03-01 12:45:00+00:00,2022-03-01 12:50:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-821.7863416526454 4318.041853961437)']"
535,2022-03-01 18:10:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1333.8139986717683 5997.686270344027)', 'POINT (-1647.8459816469667 6139.731908452243)', 'POINT (-1636.010670564606 6188.969646246565)']"
536,2022-03-01 09:20:00+00:00,2022-03-01 09:30:00+00:00,"['POINT (-3182.885940731813 7167.608699410916)', 'POINT (-3349.1371016529415 7524.95449526654)', 'POINT (-3448.677035442108 7838.8078592746115)']"
536,2022-03-01 18:40:00+00:00,2022-03-01 18:45:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3781.629148756241 6370.184338794776)']"
537,2022-03-01 16:30:00+00:00,2022-03-01 16:40:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1485.079631677474 5246.9437754904775)', 'POINT (-1996.888408768961 5287.702038763071)']"
538,2022-03-01 07:35:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3516.176853103959 4872.202262312149)']"
538,2022-03-01 14:40:00+00:00,2022-03-01 14:45:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3516.176853103959 4872.202262312149)']"
539,2022-03-01 16:00:00+00:00,2022-03-01 16:10:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3470.236574785854 5445.70168730304)', 'POINT (-3249.8161574545807 5480.511569980857)']"
539,2022-03-01 08:05:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3470.236574785854 5445.70168730304)', 'POINT (-3249.8161574545807 5480.511569980857)']"
540,2022-03-01 20:00:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1512.1692594026147 3816.638585527363)']"
540,2022-03-01 13:30:00+00:00,2022-03-01 13:40:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-512.5015113320867 4290.460202125975)']"
541,2022-03-01 22:05:00+00:00,2022-03-01 22:10:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-665.8450793257592 5847.898029995306)']"
541,2022-03-01 11:05:00+00:00,2022-03-01 11:10:00+00:00,"['POINT (-508.1269104463475 6307.584421447018)', 'POINT (-653.5815295475065 5910.926898405475)']"
542,2022-03-01 16:50:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3826.0622286226526 6382.624767689634)']"
543,2022-03-01 19:30:00+00:00,2022-03-01 19:40:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (930.4149642879935 4060.0495537933452)', 'POINT (958.6925616686889 3998.5399127900987)']"
543,2022-03-01 13:50:00+00:00,2022-03-01 14:00:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-801.3445393291443 4263.066341027921)', 'POINT (-630.9714181547238 4290.371526657824)']"
544,2022-03-01 14:20:00+00:00,2022-03-01 14:30:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3255.641621427146 6240.453417100578)', 'POINT (-3386.7881258168136 6112.043723785161)']"
544,2022-03-01 20:30:00+00:00,2022-03-01 20:35:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3796.990834309788 6373.611862578524)']"
545,2022-03-01 19:40:00+00:00,2022-03-01 19:45:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1606.5532807315587 3877.862552184005)']"
545,2022-03-01 13:00:00+00:00,2022-03-01 13:15:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (245.52306268598971 4472.609531861491)', 'POINT (-167.34878218797428 4501.395769324076)', 'POINT (-249.33887694506367 4692.98635869985)']"
546,2022-03-01 19:20:00+00:00,2022-03-01 19:25:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-4233.524480421785 5367.960831846991)']"
546,2022-03-01 09:35:00+00:00,2022-03-01 09:40:00+00:00,"['POINT (631.5130723031391 2001.4772026036535)', 'POINT (910.9308224300952 2096.2830602085164)']"
547,2022-03-01 13:25:00+00:00,2022-03-01 13:30:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3728.233569301423 6551.7593581984165)']"
548,2022-03-01 13:35:00+00:00,2022-03-01 13:45:00+00:00,"['POINT (-3182.885940731813 7167.608699410916)', 'POINT (-3349.1371016529415 7524.95449526654)', 'POINT (-3464.5550365204194 7828.647455739183)']"
549,2022-03-01 14:00:00+00:00,2022-03-01 14:05:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3304.823366229128 6160.024911592868)']"
550,2022-03-01 20:40:00+00:00,2022-03-01 20:45:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1536.3422159509266 3812.2143492133555)']"
550,2022-03-01 13:55:00+00:00,2022-03-01 14:05:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1485.079631677474 5246.9437754904775)', 'POINT (-1947.5621382326344 5277.401656371045)']"
551,2022-03-01 14:10:00+00:00,2022-03-01 14:30:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.69440245253037 3750.5003986249194)', 'POINT (-1.7038042828217366 3583.6997279488023)']"
552,2022-03-01 14:45:00+00:00,2022-03-01 14:50:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3823.112494485351 5757.006432592178)']"
553,2022-03-01 15:35:00+00:00,2022-03-01 15:40:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1473.0375691845145 4467.627383896389)']"
554,2022-03-01 07:55:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3255.641621427146 6240.453417100578)', 'POINT (-3557.230401554206 6098.857988629648)']"
554,2022-03-01 15:45:00+00:00,2022-03-01 15:55:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3255.641621427146 6240.453417100578)', 'POINT (-3557.230401554206 6098.857988629648)']"
555,2022-03-01 14:30:00+00:00,2022-03-01 14:35:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-818.5071621756414 4315.042116863752)']"
555,2022-03-01 21:40:00+00:00,2022-03-01 21:50:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1751.6446208675727 4087.792675610414)', 'POINT (1822.5240082402997 4341.178615511316)']"
556,2022-03-01 06:30:00+00:00,2022-03-01 06:35:00+00:00,"['POINT (-508.1269104463474 6307.584421447018)', 'POINT (-497.9142581915998 5932.846782489951)']"
557,2022-03-01 12:40:00+00:00,2022-03-01 12:45:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3560.9861679994237 4915.207055975657)']"
557,2022-03-01 18:20:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3201.5087024759678 6499.672239384406)']"
558,2022-03-01 18:55:00+00:00,2022-03-01 19:10:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1502.1499471205514 5797.893279166081)', 'POINT (-1920.3754901838015 5827.032460450769)', 'POINT (-2385.4385189250543 5868.6965961385)']"
558,2022-03-01 13:10:00+00:00,2022-03-01 13:20:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-870.7563568970724 5575.685938302714)', 'POINT (-632.5834347706674 5346.5432815728)']"
559,2022-03-01 20:00:00+00:00,2022-03-01 20:20:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.69440245253037 3750.5003986249194)', 'POINT (-77.41408175849402 3492.9670760851336)']"
559,2022-03-01 13:35:00+00:00,2022-03-01 13:40:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2835.9398152151775 6649.969513015163)']"
560,2022-03-01 15:35:00+00:00,2022-03-01 15:45:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3764.3732853819874 6438.648509947896)', 'POINT (-3808.256201869782 6322.171114418166)']"
560,2022-03-01 07:50:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3764.3732853819874 6438.648509947896)', 'POINT (-3808.256201869782 6322.171114418166)']"
561,2022-03-01 11:40:00+00:00,2022-03-01 11:45:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3222.596809625788 6154.999332253294)']"
562,2022-03-01 08:10:00+00:00,2022-03-01 08:20:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3477.982924954361 6864.830107572469)']"
562,2022-03-01 16:10:00+00:00,2022-03-01 16:20:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3477.982924954361 6864.830107572469)']"
563,2022-03-01 13:30:00+00:00,2022-03-01 13:45:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-170.81690853848255 3782.451043980553)']"
563,2022-03-01 18:35:00+00:00,2022-03-01 18:40:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1608.7410324211664 3878.204741278105)']"
563,2022-03-01 23:40:00+00:00,2022-03-01 23:45:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1524.9319421374519 3806.9837528970156)']"
564,2022-03-01 18:20:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1744.0654673447502 3678.495623964854)']"
564,2022-03-01 09:10:00+00:00,2022-03-01 09:20:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1485.079631677474 5246.9437754904775)', 'POINT (-2020.498045307293 5269.500755917023)']"
565,2022-03-01 16:00:00+00:00,2022-03-01 16:10:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3255.641621427146 6240.453417100578)', 'POINT (-3384.8789044298765 6119.680055786452)']"
566,2022-03-01 16:30:00+00:00,2022-03-01 16:35:00+00:00,"['POINT (-508.1269104463475 6307.584421447018)', 'POINT (-658.5732723272222 5907.877185698387)']"
567,2022-03-01 13:40:00+00:00,2022-03-01 13:50:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-882.4611211922202 4183.972476249105)', 'POINT (-754.5794219909078 3996.751464558684)']"
567,2022-03-01 19:30:00+00:00,2022-03-01 19:35:00+00:00,"['POINT (-508.1269104463474 6307.584421447018)', 'POINT (-498.97812687498964 5921.634540113668)']"
568,2022-03-01 19:00:00+00:00,2022-03-01 19:20:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.69440245253037 3750.5003986249194)', 'POINT (46.208809879022134 3460.247555238258)']"
568,2022-03-01 13:05:00+00:00,2022-03-01 13:15:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-801.3445393291443 4263.066341027921)', 'POINT (-612.0719318144352 4275.936160441567)']"
569,2022-03-01 13:30:00+00:00,2022-03-01 13:35:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3560.1966398714285 4915.779178447785)']"
569,2022-03-01 21:05:00+00:00,2022-03-01 21:15:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3794.8445326652495 5762.641663843371)', 'POINT (-3894.1751109411416 5980.423657564919)']"
571,2022-03-01 14:00:00+00:00,2022-03-01 14:20:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-279.32422568126896 5134.834006597223)']"
571,2022-03-01 19:30:00+00:00,2022-03-01 19:50:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-263.11339567694444 5034.994359258546)']"
572,2022-03-01 13:30:00+00:00,2022-03-01 13:35:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1275.1300647040532 5234.196472058202)']"
572,2022-03-01 19:15:00+00:00,2022-03-01 19:30:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-3178.5513425595723 5824.714266838579)']"
573,2022-03-01 13:45:00+00:00,2022-03-01 13:55:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-882.4611211922202 4183.972476249105)', 'POINT (-782.0777513735113 3989.4570101535087)']"
573,2022-03-01 19:25:00+00:00,2022-03-01 19:40:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-513.8837490856671 3549.086737263385)']"
574,2022-03-01 13:05:00+00:00,2022-03-01 13:15:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2749.5557431284524 6642.233746983073)', 'POINT (-2510.049954412207 6779.656082938719)']"
574,2022-03-01 06:50:00+00:00,2022-03-01 07:00:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2749.5557431284524 6642.233746983073)', 'POINT (-2510.049954412207 6779.656082938719)']"
574,2022-03-01 19:20:00+00:00,2022-03-01 19:30:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-2749.5557431284524 6642.233746983073)', 'POINT (-2510.049954412207 6779.656082938719)']"
575,2022-03-01 21:00:00+00:00,2022-03-01 21:10:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (245.52306268598971 4472.609531861491)', 'POINT (-23.665466176792744 4413.051833654614)']"
575,2022-03-01 14:20:00+00:00,2022-03-01 14:35:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1288.973858577208 3711.692127221675)', 'POINT (-904.3387634014261 3680.4092367064686)', 'POINT (-501.7547841170375 3604.9371095466095)']"
576,2022-03-01 22:55:00+00:00,2022-03-01 23:00:00+00:00,"['POINT (-508.12691044634744 6307.584421447018)', 'POINT (-583.8815119472166 6380.0419377590715)']"
576,2022-03-01 11:30:00+00:00,2022-03-01 11:40:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1485.079631677474 5246.9437754904775)', 'POINT (-1937.659632199538 5282.221357517689)']"
577,2022-03-01 15:10:00+00:00,2022-03-01 15:25:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-264.51829067787355 4971.899748431787)']"
577,2022-03-01 22:50:00+00:00,2022-03-01 23:05:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-3171.6367973194874 5824.906979870254)']"
578,2022-03-01 14:15:00+00:00,2022-03-01 14:25:00+00:00,"['POINT (-3529.558386975454 4809.641127666926)', 'POINT (-3406.3861894783836 5156.77696647165)', 'POINT (-3364.2626672590086 5269.637930224954)']"
